1022517	RSA/1024	10	321517240	5906245720
770	RSA/1024	10	409160	8271830
11252	RSA/966	10	2988850	50785390
34	RSA/1280	10	49150	1347470
971	RSA/1408	10	403950	8302880
12	RSA/1536	10	66630	2276690
2715	RSA/1664	10	912160	28168900
15230	RSA/2048	10	6309930	210746310
765	RSA/2048	10	391860	13935620
42	RSA/2048	10	103120	3993140
