42	RSA/1024	10	81510	1213060
765	RSA/1024	10	257240	5321570
15230	RSA/966	10	3978250	67722530
2715	RSA/1280	10	832650	19804450
12	RSA/1408	10	62680	1603480
971	RSA/1536	10	355820	10049200
34	RSA/1664	10	78660	2395810
11252	RSA/2048	10	4390750	156894760
770	RSA/2048	10	665570	24201400
1022517	RSA/2048	10	469828320	15475210580
